id;companyId;storeName;storeCity;containerId;createdAt;customer;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;rating;updatedAt;version
92;DQ44H7;Sabores do Norte;Manaus;uENOIG;08/02/2025 00:00;313;IS91Vc;121985;DirectOrder;POS;Libero at quasi.;True;2625;False;IMMEDIATE;TAKEOUT;WHATSAPP;;PENDING;28;1202;69,70;2.9;08/02/2025 02:00;v2.0.0
93;MN55D3;Delivery do Centro;Rio de Janeiro;dyChOB;03/02/2025 00:00;178;uO65Ao;839403;DirectOrder;POS;Ea molestias inventore sit in ullam porro nemo.;True;3564;False;IMMEDIATE;INDOOR;99FOOD;;CONCLUDED;30;1299;71,23;2.9;03/02/2025 02:00;v2.0.0
94;DQ44H7;Sabores do Norte;Manaus;pSuTLB;30/03/2025 00:00;238;bC46at;273245;DirectOrder;POS;Officiis laborum modi facilis facilis fugit.;False;5632;False;SCHEDULED;DELIVERY;WHATSAPP;;CONCLUDED;38;1046;78,19;3.2;30/03/2025 02:00;v2.0.0
95;MN55D3;Delivery do Centro;Rio de Janeiro;oKPWwk;29/04/2025 00:00;604;TA07XU;343442;DirectOrder;POS;Nemo magnam molestias dolorem commodi ducimus voluptate.;True;7965;False;IMMEDIATE;TAKEOUT;WEB;;DISPATCHED;43;1038;80,99;3.1;29/04/2025 02:00;v2.0.0
96;MN55D3;Delivery do Centro;Rio de Janeiro;CCrAeC;24/03/2025 00:00;146;Qn91eP;378176;DirectOrder;POS;Repudiandae aut reprehenderit labore eveniet cumque.;True;1977;False;IMMEDIATE;INDOOR;WEB;;CONCLUDED;17;1094;59,42;3.0;24/03/2025 02:00;v2.0.0
97;FS26K9;Casa do Chef Recife;Recife;wXMFBa;06/04/2025 00:00;450;Ar52OY;795374;DirectOrder;POS;Ipsum blanditiis debitis expedita.;True;8679;False;SCHEDULED;TAKEOUT;99FOOD;;PENDING;35;1575;72,52;3.9;06/04/2025 02:00;v2.0.0
98;CP53G6;Emporio Serra Verde;Curitiba;dVIexO;01/05/2025 00:00;449;ia39CX;000271;DirectOrder;POS;Provident nam beatae molestiae dolore nesciunt earum.;True;1653;False;SCHEDULED;TAKEOUT;WEB;;CONCLUDED;19;1298;100,00;4.3;01/05/2025 02:00;v2.0.0
99;BV62F5;Restaurante Mar Azul;Salvador;TasGJq;19/03/2025 00:00;985;ah72kr;318923;DirectOrder;POS;Illum expedita sequi fugit similique atque laborum harum.;True;5415;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;46;1106;68,61;4.5;19/03/2025 02:00;v2.0.0
100;DQ44H7;Sabores do Norte;Manaus;xcWPQp;08/03/2025 00:00;186;mJ71gn;678084;DirectOrder;POS;Doloremque nemo modi asperiores reprehenderit.;False;9056;False;IMMEDIATE;INDOOR;WHATSAPP;;PENDING;26;1447;42,88;3.3;08/03/2025 02:00;v2.0.0
101;BV62F5;Restaurante Mar Azul;Salvador;HlAWTQ;22/02/2025 00:00;879;VP81Xl;460744;DirectOrder;POS;Nostrum quis provident tempore quasi voluptatem.;True;6403;False;SCHEDULED;TAKEOUT;EPADOCA;;CANCELED;38;1209;64,17;3.9;22/02/2025 02:00;v2.0.0
102;DQ44H7;Sabores do Norte;Manaus;fGknof;06/02/2025 00:00;779;me41Rp;951020;DirectOrder;POS;Magni fuga esse animi.;True;8451;False;IMMEDIATE;INDOOR;WHATSAPP;;CONCLUDED;21;1171;56,98;3.2;06/02/2025 02:00;v2.0.0
103;AJ81E4;Cantina Horizonte;Belo Horizonte;KyqOKc;11/02/2025 00:00;886;Eb22Mc;574444;DirectOrder;POS;Debitis incidunt voluptatibus architecto.;True;9889;False;SCHEDULED;INDOOR;APP;;DISPATCHED;29;975;45,97;3.7;11/02/2025 02:00;v2.0.0
104;LXK0A1;Cantina Liberdade;Sao Paulo;qygpDY;25/01/2025 00:00;511;xp96OY;254180;DirectOrder;POS;Quaerat hic quam velit.;False;1845;False;IMMEDIATE;INDOOR;WEB;;CONCLUDED;29;1050;30,40;3.6;25/01/2025 02:00;v2.0.0
105;ER35J8;Pizza do Porto;Porto Alegre;fTIFBl;17/01/2025 00:00;716;Oo20RH;943851;DirectOrder;POS;Quibusdam error sit iusto eum repellendus aut.;False;2989;False;IMMEDIATE;TAKEOUT;WHATSAPP;;CONCLUDED;43;1213;99,78;3.7;17/01/2025 02:00;v2.0.0
106;FS26K9;Casa do Chef Recife;Recife;BLUhek;13/04/2025 00:00;565;zR42gW;950790;DirectOrder;POS;Perspiciatis corrupti optio.;True;7684;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;31;1394;100,00;4.3;13/04/2025 02:00;v2.0.0
107;ZP930B;Boteco Paulista;Sao Paulo;qpEUDo;01/03/2025 00:00;158;dk20DI;658763;DirectOrder;POS;Voluptatem non illum error iure facere.;False;5781;False;SCHEDULED;INDOOR;WHATSAPP;;CONCLUDED;17;1337;61,39;3.5;01/03/2025 02:00;v2.0.0
108;DQ44H7;Sabores do Norte;Manaus;KEmOri;02/03/2025 00:00;393;lC20Eq;894989;DirectOrder;POS;Et voluptatum laborum veniam accusantium recusandae.;True;9327;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;20;792;73,81;2.9;02/03/2025 02:00;v2.0.0
109;AJ81E4;Cantina Horizonte;Belo Horizonte;jGjTnj;09/04/2025 00:00;957;Ip83rn;941347;DirectOrder;POS;Voluptatibus dolorem dignissimos aut.;False;1042;False;SCHEDULED;TAKEOUT;99FOOD;;CONCLUDED;33;1214;42,82;3.8;09/04/2025 02:00;v2.0.0
110;AJ81E4;Cantina Horizonte;Belo Horizonte;EMmHyd;18/04/2025 00:00;502;jK87Ur;878293;DirectOrder;POS;Natus corrupti omnis ipsam.;True;8316;False;SCHEDULED;INDOOR;EPADOCA;;PENDING;17;1188;58,19;3.3;18/04/2025 02:00;v2.0.0
111;BV62F5;Restaurante Mar Azul;Salvador;iHCVHE;12/03/2025 00:00;956;GD59ml;694363;DirectOrder;POS;Porro reprehenderit nesciunt tempora fugit.;False;4090;False;IMMEDIATE;TAKEOUT;99FOOD;;CONCLUDED;22;1182;96,22;4.0;12/03/2025 02:00;v2.0.0
112;CP53G6;Emporio Serra Verde;Curitiba;qmmhog;30/01/2025 00:00;326;zu95iy;863507;DirectOrder;POS;Tenetur vel ab.;False;7246;False;SCHEDULED;TAKEOUT;99FOOD;;CONCLUDED;25;1012;74,99;4.5;30/01/2025 02:00;v2.0.0
113;QW77C2;Padaria Vila Nova;Campinas;lANmCA;05/03/2025 00:00;989;rk93Jt;945151;DirectOrder;POS;Doloribus quod consequatur.;False;2644;False;SCHEDULED;DELIVERY;WHATSAPP;;CONCLUDED;17;1391;30,00;3.5;05/03/2025 02:00;v2.0.0
114;ER35J8;Pizza do Porto;Porto Alegre;cQwJsg;27/04/2025 00:00;420;Pl41Mx;059629;DirectOrder;POS;Quo incidunt numquam alias atque tempora.;True;2225;False;SCHEDULED;INDOOR;WEB;;CANCELED;31;1041;64,16;3.8;27/04/2025 02:00;v2.0.0
115;BV62F5;Restaurante Mar Azul;Salvador;kgcnMd;21/03/2025 00:00;873;vp89Yc;747193;DirectOrder;POS;In porro provident maiores veniam alias.;False;9742;False;SCHEDULED;INDOOR;99FOOD;;CONCLUDED;33;960;88,27;3.7;21/03/2025 02:00;v2.0.0
116;DQ44H7;Sabores do Norte;Manaus;HILmuC;22/04/2025 00:00;241;AC49eB;605214;DirectOrder;POS;Officiis quam vitae ullam vero consectetur tempora recusandae.;False;4727;False;IMMEDIATE;INDOOR;99FOOD;;CONCLUDED;23;1242;83,93;3.0;22/04/2025 02:00;v2.0.0
117;ZP930B;Boteco Paulista;Sao Paulo;gbYFkj;08/04/2025 00:00;455;Yk94Fr;953829;DirectOrder;POS;Illum inventore enim mollitia.;True;5906;False;IMMEDIATE;DELIVERY;EPADOCA;;DISPATCHED;24;1351;53,89;3.1;08/04/2025 02:00;v2.0.0
118;BV62F5;Restaurante Mar Azul;Salvador;DqsDKZ;12/04/2025 00:00;442;MV57nV;916901;DirectOrder;POS;Laudantium animi perferendis facere minima.;True;5000;False;SCHEDULED;TAKEOUT;APP;;CONCLUDED;35;739;81,41;3.9;12/04/2025 02:00;v2.0.0
119;QW77C2;Padaria Vila Nova;Campinas;AwizuQ;22/01/2025 00:00;392;Zf66ap;312200;DirectOrder;POS;Laborum nisi nulla eius magnam sapiente deleniti culpa.;True;9153;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;23;1150;30,00;4.1;22/01/2025 02:00;v2.0.0
120;DQ44H7;Sabores do Norte;Manaus;oqtZZR;23/03/2025 00:00;10;dD32nO;832309;DirectOrder;POS;Ipsum nihil quam earum nihil quisquam vel harum.;False;5712;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;43;1423;68,43;3.1;23/03/2025 02:00;v2.0.0
121;DQ44H7;Sabores do Norte;Manaus;XFpJiw;01/05/2025 00:00;655;bn33Ue;137804;DirectOrder;POS;Nihil cum neque aliquid fugit.;False;5097;False;SCHEDULED;INDOOR;EPADOCA;;CONCLUDED;18;1240;60,57;2.9;01/05/2025 02:00;v2.0.0
122;MN55D3;Delivery do Centro;Rio de Janeiro;hNyOzf;19/02/2025 00:00;391;Hm88pb;330412;DirectOrder;POS;Inventore nihil cum.;False;5847;False;SCHEDULED;DELIVERY;99FOOD;;CONCLUDED;26;983;60,47;2.9;19/02/2025 02:00;v2.0.0
123;CP53G6;Emporio Serra Verde;Curitiba;NqgXWd;05/02/2025 00:00;797;SB74DU;945499;DirectOrder;POS;Porro consectetur modi veritatis debitis corrupti.;True;9138;False;SCHEDULED;DELIVERY;APP;;DISPATCHED;23;1495;100,00;4.5;05/02/2025 02:00;v2.0.0
124;FS26K9;Casa do Chef Recife;Recife;blezvu;13/04/2025 00:00;636;qb05wS;409793;DirectOrder;POS;Ducimus rerum totam velit.;False;3240;False;IMMEDIATE;TAKEOUT;WEB;;CONCLUDED;43;1307;85,17;3.7;13/04/2025 02:00;v2.0.0
125;LXK0A1;Cantina Liberdade;Sao Paulo;mxcpZg;09/02/2025 00:00;374;MY87vm;269239;DirectOrder;POS;Repellat dolorem atque dicta magni sapiente eos.;True;2476;False;SCHEDULED;INDOOR;99FOOD;;CONCLUDED;23;923;34,16;3.3;09/02/2025 02:00;v2.0.0
126;CP53G6;Emporio Serra Verde;Curitiba;BjaPWz;23/01/2025 00:00;898;gF30lw;198893;DirectOrder;POS;Ratione veniam enim adipisci ea.;False;9697;False;SCHEDULED;DELIVERY;WEB;;DISPATCHED;17;1312;100,00;4.5;23/01/2025 02:00;v2.0.0
127;AJ81E4;Cantina Horizonte;Belo Horizonte;exPyCt;27/04/2025 00:00;826;iC40Ro;498968;DirectOrder;POS;Deleniti excepturi eum necessitatibus inventore saepe non harum.;False;6549;False;IMMEDIATE;INDOOR;99FOOD;;CONCLUDED;22;1027;39,73;3.5;27/04/2025 02:00;v2.0.0
128;ZP930B;Boteco Paulista;Sao Paulo;ryXWLl;19/01/2025 00:00;693;fz13ll;241351;DirectOrder;POS;Minus consequuntur molestias aspernatur omnis.;False;6992;False;IMMEDIATE;INDOOR;99FOOD;;CONCLUDED;23;1189;55,48;3.0;19/01/2025 02:00;v2.0.0
129;LXK0A1;Cantina Liberdade;Sao Paulo;lpGHKz;03/02/2025 00:00;689;hU11JC;484175;DirectOrder;POS;Similique harum saepe expedita unde nemo.;False;7242;False;SCHEDULED;DELIVERY;WEB;;CONCLUDED;24;1351;40,19;3.1;03/02/2025 02:00;v2.0.0
130;MN55D3;Delivery do Centro;Rio de Janeiro;WzvfGa;02/03/2025 00:00;575;DA43rt;061191;DirectOrder;POS;Tempore voluptatum voluptatibus necessitatibus modi autem magni.;False;4626;False;IMMEDIATE;TAKEOUT;APP;;DISPATCHED;30;1350;76,31;2.9;02/03/2025 02:00;v2.0.0
131;DQ44H7;Sabores do Norte;Manaus;GwfGHR;27/04/2025 00:00;120;Mj58lR;389540;DirectOrder;POS;Provident quaerat labore mollitia reiciendis.;True;1742;False;IMMEDIATE;INDOOR;WHATSAPP;;CONCLUDED;23;1314;43,37;3.1;27/04/2025 02:00;v2.0.0
132;DQ44H7;Sabores do Norte;Manaus;fWNzwl;15/01/2025 00:00;139;oU78kp;321521;DirectOrder;POS;Nulla ipsam nihil ad.;False;8432;False;SCHEDULED;TAKEOUT;APP;;DISPATCHED;18;1209;53,48;2.9;15/01/2025 02:00;v2.0.0
133;ER35J8;Pizza do Porto;Porto Alegre;HZqxYj;23/02/2025 00:00;907;cO20cV;734376;DirectOrder;POS;Reiciendis cumque aliquam illum vero.;False;2622;False;SCHEDULED;TAKEOUT;EPADOCA;;CANCELED;39;867;81,65;3.5;23/02/2025 02:00;v2.0.0
134;CP53G6;Emporio Serra Verde;Curitiba;rNmVGo;01/05/2025 00:00;380;XN57cY;761428;DirectOrder;POS;Consequuntur consequuntur ut maiores ab.;True;8264;False;SCHEDULED;DELIVERY;WHATSAPP;;CONCLUDED;20;1209;96,83;4.1;01/05/2025 02:00;v2.0.0
135;BV62F5;Restaurante Mar Azul;Salvador;abZfNy;13/01/2025 00:00;924;Ae56rq;168326;DirectOrder;POS;Minima totam et nihil.;False;1992;False;SCHEDULED;INDOOR;WHATSAPP;;CONCLUDED;45;1084;76,06;3.9;13/01/2025 02:00;v2.0.0
136;MN55D3;Delivery do Centro;Rio de Janeiro;KaQhYl;16/01/2025 00:00;94;do49XT;864634;DirectOrder;POS;Aspernatur deleniti porro eos.;True;1349;False;IMMEDIATE;INDOOR;WHATSAPP;;DISPATCHED;33;1488;80,53;2.9;16/01/2025 02:00;v2.0.0
137;MN55D3;Delivery do Centro;Rio de Janeiro;LuGwvP;17/01/2025 00:00;850;Bt42CP;206164;DirectOrder;POS;Et natus consequuntur earum quam.;True;4538;False;IMMEDIATE;INDOOR;99FOOD;;CONCLUDED;33;1159;38,86;2.9;17/01/2025 02:00;v2.0.0
138;QW77C2;Padaria Vila Nova;Campinas;ZdipqS;11/04/2025 00:00;880;Ll28rJ;044716;DirectOrder;POS;Sint cum maiores accusantium fuga aut.;True;3129;False;SCHEDULED;DELIVERY;WHATSAPP;;CONCLUDED;18;1168;33,07;3.6;11/04/2025 02:00;v2.0.0
139;ZP930B;Boteco Paulista;Sao Paulo;azhtQE;26/03/2025 00:00;367;DC34JM;427479;DirectOrder;POS;Nobis et temporibus ipsum inventore.;True;6304;False;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;23;1117;66,56;3.3;26/03/2025 02:00;v2.0.0
140;AJ81E4;Cantina Horizonte;Belo Horizonte;dnmkPX;07/01/2025 00:00;117;OC60bS;130767;DirectOrder;POS;Inventore ex neque inventore saepe pariatur harum.;True;8802;False;SCHEDULED;INDOOR;APP;;CONCLUDED;28;1115;41,05;3.5;07/01/2025 02:00;v2.0.0
141;ER35J8;Pizza do Porto;Porto Alegre;nxQWrf;17/03/2025 00:00;969;Dy33NS;753444;DirectOrder;POS;Quaerat consequuntur numquam.;True;9543;False;SCHEDULED;INDOOR;APP;;CONCLUDED;41;1134;82,07;4.2;17/03/2025 02:00;v2.0.0
142;LXK0A1;Cantina Liberdade;Sao Paulo;XPdMnw;08/01/2025 00:00;437;bo10Tg;010966;DirectOrder;POS;Cum consectetur optio atque perferendis commodi.;True;9032;False;SCHEDULED;DELIVERY;WHATSAPP;;DISPATCHED;16;998;51,08;3.2;08/01/2025 02:00;v2.0.0
143;ZP930B;Boteco Paulista;Sao Paulo;cIYGHe;11/02/2025 00:00;282;IY67RH;650542;DirectOrder;POS;Facilis odit amet iste.;False;7240;False;SCHEDULED;INDOOR;EPADOCA;;CONCLUDED;22;1535;36,48;3.1;11/02/2025 02:00;v2.0.0
144;ER35J8;Pizza do Porto;Porto Alegre;yItnAm;19/03/2025 00:00;118;QW01tH;270883;DirectOrder;POS;Molestiae occaecati magni ad saepe cum cupiditate.;True;8046;False;SCHEDULED;DELIVERY;WEB;;DISPATCHED;40;757;82,59;3.6;19/03/2025 02:00;v2.0.0
145;CP53G6;Emporio Serra Verde;Curitiba;gYuLdt;13/02/2025 00:00;748;Rf55qH;228209;DirectOrder;POS;Unde unde saepe delectus dolore.;True;6120;False;SCHEDULED;INDOOR;99FOOD;;CONCLUDED;16;1428;100,00;4.5;13/02/2025 02:00;v2.0.0
146;AJ81E4;Cantina Horizonte;Belo Horizonte;TYjevq;17/02/2025 00:00;486;fn40OI;845047;DirectOrder;POS;Iure optio atque voluptas.;True;2494;False;IMMEDIATE;DELIVERY;WHATSAPP;;CANCELED;29;1654;47,74;3.5;17/02/2025 02:00;v2.0.0
147;CP53G6;Emporio Serra Verde;Curitiba;yEPVTX;13/01/2025 00:00;134;hf86tC;151435;DirectOrder;POS;Optio sequi aut delectus aliquid adipisci officia molestiae.;True;6400;False;IMMEDIATE;INDOOR;99FOOD;;CONCLUDED;21;1030;100,00;4.5;13/01/2025 02:00;v2.0.0
148;BV62F5;Restaurante Mar Azul;Salvador;eZBbCI;22/04/2025 00:00;889;ID67YM;359472;DirectOrder;POS;Aspernatur ratione ea ipsa atque.;True;5712;False;SCHEDULED;INDOOR;99FOOD;;DISPATCHED;38;1104;100,00;3.8;22/04/2025 02:00;v2.0.0
149;ZP930B;Boteco Paulista;Sao Paulo;rtSexe;15/03/2025 00:00;494;qX57uj;810988;DirectOrder;POS;Tempora dolorum magnam officiis voluptatem.;True;2773;False;SCHEDULED;TAKEOUT;WEB;;CONCLUDED;26;1097;59,74;3.3;15/03/2025 02:00;v2.0.0
150;BV62F5;Restaurante Mar Azul;Salvador;ftIkah;15/01/2025 00:00;827;gy25DJ;348382;DirectOrder;POS;Occaecati a tempore ex quisquam.;False;1430;False;SCHEDULED;DELIVERY;99FOOD;;CONCLUDED;34;1275;85,63;3.8;15/01/2025 02:00;v2.0.0
151;QW77C2;Padaria Vila Nova;Campinas;yZSAVg;04/02/2025 00:00;348;wO43wm;994225;DirectOrder;POS;Quam beatae placeat veritatis est.;False;1100;False;IMMEDIATE;DELIVERY;EPADOCA;;CONCLUDED;21;1471;35,22;3.6;04/02/2025 02:00;v2.0.0
152;FS26K9;Casa do Chef Recife;Recife;TQCjoR;26/03/2025 00:00;649;rs50UA;197147;DirectOrder;POS;Aspernatur tempora illum sint repudiandae eligendi.;True;2503;False;IMMEDIATE;INDOOR;WEB;;CONCLUDED;27;951;90,25;4.4;26/03/2025 02:00;v2.0.0
153;CP53G6;Emporio Serra Verde;Curitiba;wXCGvp;28/02/2025 00:00;739;Qi52JU;511132;DirectOrder;POS;Nam quia quae nesciunt dolore earum.;False;2391;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;27;1188;66,62;4.5;28/02/2025 02:00;v2.0.0
154;QW77C2;Padaria Vila Nova;Campinas;JNciqU;07/04/2025 00:00;279;rj67Ip;759348;DirectOrder;POS;Ut corrupti veritatis quam magnam.;False;7947;False;SCHEDULED;TAKEOUT;EPADOCA;;CANCELED;26;1225;32,56;3.5;07/04/2025 02:00;v2.0.0
155;DQ44H7;Sabores do Norte;Manaus;QHXRPJ;23/02/2025 00:00;117;iY58ng;523264;DirectOrder;POS;Totam tempora ducimus ipsa ut iure perspiciatis.;False;8043;False;IMMEDIATE;INDOOR;WEB;;DISPATCHED;29;1244;63,22;3.2;23/02/2025 02:00;v2.0.0
156;FS26K9;Casa do Chef Recife;Recife;SmDsEX;04/03/2025 00:00;226;BL77Qp;617085;DirectOrder;POS;Illo aut consequuntur harum error exercitationem.;False;1897;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;45;1469;72,05;4.0;04/03/2025 02:00;v2.0.0
157;AJ81E4;Cantina Horizonte;Belo Horizonte;tehtxh;28/01/2025 00:00;297;hu71Ei;006994;DirectOrder;POS;Rem corporis eveniet laboriosam fuga dolorem tempora.;False;2965;False;IMMEDIATE;INDOOR;99FOOD;;DISPATCHED;20;1174;57,90;3.5;28/01/2025 02:00;v2.0.0
158;CP53G6;Emporio Serra Verde;Curitiba;HemSJz;23/01/2025 00:00;236;TU61wg;746489;DirectOrder;POS;Aliquam commodi rem.;False;2180;False;SCHEDULED;TAKEOUT;APP;;CONCLUDED;15;1505;98,98;4.5;23/01/2025 02:00;v2.0.0
159;LXK0A1;Cantina Liberdade;Sao Paulo;ThLngF;25/02/2025 00:00;883;WX67rt;305229;DirectOrder;POS;Minima exercitationem assumenda laboriosam tenetur asperiores reiciendis.;False;8033;False;SCHEDULED;TAKEOUT;APP;;PENDING;22;869;40,81;3.2;25/02/2025 02:00;v2.0.0
160;CP53G6;Emporio Serra Verde;Curitiba;iDuCiy;07/02/2025 00:00;333;HB55zF;658113;DirectOrder;POS;Illum in sint nulla.;True;8538;False;SCHEDULED;DELIVERY;APP;;CONCLUDED;17;940;100,00;4.4;07/02/2025 02:00;v2.0.0
161;CP53G6;Emporio Serra Verde;Curitiba;OgoaBN;19/04/2025 00:00;411;Ez64vZ;938054;DirectOrder;POS;Doloribus vitae maxime repellendus nesciunt.;True;7484;False;SCHEDULED;TAKEOUT;APP;;CONCLUDED;22;899;92,08;4.5;19/04/2025 02:00;v2.0.0
162;BV62F5;Restaurante Mar Azul;Salvador;KjPaAs;29/01/2025 00:00;523;Vq56jH;365049;DirectOrder;POS;Maxime minus facilis.;True;9693;False;IMMEDIATE;INDOOR;EPADOCA;;CONCLUDED;17;1189;86,02;3.9;29/01/2025 02:00;v2.0.0
163;BV62F5;Restaurante Mar Azul;Salvador;pisrwH;04/04/2025 00:00;152;iC66ik;189916;DirectOrder;POS;Placeat nam illo aperiam odit voluptatibus.;True;2684;False;IMMEDIATE;INDOOR;WHATSAPP;;CONCLUDED;52;1425;86,26;4.2;04/04/2025 02:00;v2.0.0
164;MN55D3;Delivery do Centro;Rio de Janeiro;PdcwiJ;23/01/2025 00:00;672;Ju73Ig;833055;DirectOrder;POS;Qui eveniet molestias dignissimos similique.;True;3902;False;SCHEDULED;INDOOR;99FOOD;;DISPATCHED;45;1211;66,61;2.9;23/01/2025 02:00;v2.0.0
165;FS26K9;Casa do Chef Recife;Recife;yuwkOq;08/04/2025 00:00;904;ZH92YA;160971;DirectOrder;POS;Debitis voluptates fuga laudantium veniam expedita rem.;False;6179;False;IMMEDIATE;INDOOR;EPADOCA;;CANCELED;34;1171;84,21;3.9;08/04/2025 02:00;v2.0.0
166;ZP930B;Boteco Paulista;Sao Paulo;rqtnpL;02/03/2025 00:00;282;Es66Ad;258429;DirectOrder;POS;Animi iste eveniet dolore debitis molestias vero.;True;6766;False;IMMEDIATE;INDOOR;WEB;;CONCLUDED;21;1091;49,32;3.1;02/03/2025 02:00;v2.0.0
167;DQ44H7;Sabores do Norte;Manaus;duExVy;27/02/2025 00:00;294;GE43mk;352553;DirectOrder;POS;Laborum sit sint rem.;True;2479;False;SCHEDULED;INDOOR;APP;;CONCLUDED;25;1500;54,04;3.0;27/02/2025 02:00;v2.0.0
168;FS26K9;Casa do Chef Recife;Recife;CtSWWk;12/03/2025 00:00;43;PC55Ne;934169;DirectOrder;POS;Cumque nesciunt iste sapiente doloribus assumenda quisquam.;False;4084;False;SCHEDULED;TAKEOUT;WHATSAPP;;CANCELED;41;785;43,92;4.2;12/03/2025 02:00;v2.0.0
169;DQ44H7;Sabores do Norte;Manaus;nMafOU;06/03/2025 00:00;106;sq23TA;230009;DirectOrder;POS;Quibusdam cupiditate quis ullam voluptatem eum deleniti.;False;2381;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;19;1044;58,18;2.9;06/03/2025 02:00;v2.0.0
170;MN55D3;Delivery do Centro;Rio de Janeiro;JJdUsr;01/04/2025 00:00;536;Wj40uP;843797;DirectOrder;POS;Reprehenderit deleniti temporibus soluta omnis.;True;6962;False;SCHEDULED;INDOOR;99FOOD;;CONCLUDED;35;1454;56,01;3.5;01/04/2025 02:00;v2.0.0
171;CP53G6;Emporio Serra Verde;Curitiba;QBQpdk;22/02/2025 00:00;54;JM95si;388245;DirectOrder;POS;Architecto voluptates illo sapiente.;False;2079;False;SCHEDULED;DELIVERY;99FOOD;;CANCELED;21;1297;100,00;4.1;22/02/2025 02:00;v2.0.0
172;ER35J8;Pizza do Porto;Porto Alegre;tcrrve;28/03/2025 00:00;873;Ww45Mi;635437;DirectOrder;POS;Eum qui aperiam sequi.;True;6461;False;IMMEDIATE;TAKEOUT;APP;;CONCLUDED;33;1125;60,84;3.9;28/03/2025 02:00;v2.0.0
173;QW77C2;Padaria Vila Nova;Campinas;IFjVwD;28/04/2025 00:00;716;FY13uv;131392;DirectOrder;POS;Velit voluptates odit eligendi.;False;3112;False;IMMEDIATE;INDOOR;EPADOCA;;PENDING;16;1431;34,97;3.9;28/04/2025 02:00;v2.0.0
174;ER35J8;Pizza do Porto;Porto Alegre;JsjDJp;18/02/2025 00:00;131;Uv02yx;547918;DirectOrder;POS;Voluptate explicabo optio eligendi vitae explicabo enim totam.;True;7937;False;SCHEDULED;DELIVERY;EPADOCA;;CONCLUDED;39;1138;62,82;3.9;18/02/2025 02:00;v2.0.0
175;BV62F5;Restaurante Mar Azul;Salvador;KzlnTB;09/02/2025 00:00;971;tQ21oG;068927;DirectOrder;POS;Veritatis provident expedita iure beatae eos.;False;4145;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;45;1163;95,28;3.7;09/02/2025 02:00;v2.0.0
176;QW77C2;Padaria Vila Nova;Campinas;ipJOCN;10/01/2025 00:00;520;Up12TK;639272;DirectOrder;POS;Quod voluptates mollitia unde in quos repellendus mollitia.;True;6517;False;IMMEDIATE;TAKEOUT;EPADOCA;;DISPATCHED;15;918;30,00;4.1;10/01/2025 02:00;v2.0.0
177;CP53G6;Emporio Serra Verde;Curitiba;adawgf;20/01/2025 00:00;790;KB96vd;141353;DirectOrder;POS;Laudantium labore est quam cupiditate vero temporibus.;True;8170;False;IMMEDIATE;INDOOR;WEB;;DISPATCHED;17;1550;70,54;4.5;20/01/2025 02:00;v2.0.0
178;BV62F5;Restaurante Mar Azul;Salvador;FGVAva;28/03/2025 00:00;626;rv52bQ;789074;DirectOrder;POS;Beatae maiores harum omnis.;False;8355;False;IMMEDIATE;TAKEOUT;99FOOD;;PENDING;39;1180;56,27;4.4;28/03/2025 02:00;v2.0.0
179;MN55D3;Delivery do Centro;Rio de Janeiro;mrenQY;09/02/2025 00:00;926;sa98mw;430695;DirectOrder;POS;Dicta dolorum itaque porro qui tenetur sunt.;True;7026;False;SCHEDULED;INDOOR;WHATSAPP;;DISPATCHED;29;1420;63,13;3.2;09/02/2025 02:00;v2.0.0
180;AJ81E4;Cantina Horizonte;Belo Horizonte;LGUGJk;10/04/2025 00:00;990;xG45Tm;408119;DirectOrder;POS;Quas minus inventore qui sequi.;True;4271;False;IMMEDIATE;INDOOR;APP;;CONCLUDED;24;1188;45,93;3.6;10/04/2025 02:00;v2.0.0
181;LXK0A1;Cantina Liberdade;Sao Paulo;wcOGAA;24/03/2025 00:00;957;QH36wS;732220;DirectOrder;POS;Doloribus dolorum perspiciatis debitis fuga.;True;9452;False;IMMEDIATE;INDOOR;WEB;;CONCLUDED;20;1348;44,33;2.9;24/03/2025 02:00;v2.0.0
182;ZP930B;Boteco Paulista;Sao Paulo;aXewCu;08/04/2025 00:00;526;Vq07sA;391849;DirectOrder;POS;Fuga nam modi nam distinctio similique harum.;True;8167;False;IMMEDIATE;DELIVERY;WEB;;CONCLUDED;22;1269;56,69;3.2;08/04/2025 02:00;v2.0.0
